age,gender,race,marital_status,occupation
30-34, Male,*, Never-married, Exec-managerial
15-19, Male,*, Never-married, Prof-specialty
50-54, Male,*, Married-civ-spouse, ?
45-49, Male,*, Married-civ-spouse, Transport-moving
30-34, Male,*, Married-civ-spouse, Prof-specialty
35-39, Male,*, Married-civ-spouse, Farming-fishing
55-59, Male,*, Married-civ-spouse, Prof-specialty
25-29, Male,*, Married-civ-spouse, Adm-clerical
45-49, Male,*, Married-civ-spouse, Craft-repair
55-59, Male,*, Married-civ-spouse, Craft-repair
45-49, Male,*, Divorced, Sales
30-34, Male,*, Married-spouse-absent, Handlers-cleaners
45-49, Male,*, Separated, ?
40-44, Male,*, Never-married, Adm-clerical
20-24, Male,*, Never-married, ?
30-34, Male,*, Married-civ-spouse, Prof-specialty
25-29, Male,*, Never-married, Craft-repair
25-29, Male,*, Never-married, Handlers-cleaners
15-19, Female,*, Never-married, Other-service
45-49, Male,*, Married-civ-spouse, Prof-specialty
40-44, Male,*, Married-civ-spouse, Exec-managerial
50-54, Female,*, Separated, Exec-managerial
30-34, Male,*, Divorced, Sales
25-29, Male,*, Married-civ-spouse, Transport-moving
20-24, Male,*, Married-civ-spouse, Handlers-cleaners
20-24, Male,*, Never-married, Exec-managerial
35-39, Male,*, Married-civ-spouse, Exec-managerial
40-44, Female,*, Never-married, Machine-op-inspct
30-34, Male,*, Married-civ-spouse, Craft-repair
45-49, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Never-married, Adm-clerical
55-59, Female,*, Never-married, Prof-specialty
45-49, Male,*, Divorced, Prof-specialty
55-59, Female,*, Never-married, Tech-support
25-29, Female,*, Married-civ-spouse, Exec-managerial
25-29, Female,*, Never-married, Machine-op-inspct
35-39, Male,*, Married-civ-spouse, Craft-repair
40-44, Male,*, Married-civ-spouse, Sales
15-19, Male,*, Never-married, Other-service
60-64, Male,*, Married-civ-spouse, Sales
40-44, Male,*, Married-civ-spouse, Transport-moving
75-79, Male,*, Married-civ-spouse, Protective-serv
20-24, Female,*, Never-married, Tech-support
35-39, Male,*, Never-married, Transport-moving
30-34, Male,*, Never-married, Prof-specialty
45-49, Male,*, Married-civ-spouse, Prof-specialty
55-59, Male,*, Divorced, Transport-moving
30-34, Male,*, Married-civ-spouse, Machine-op-inspct
40-44, Female,*, Divorced, Prof-specialty
25-29, Female,*, Divorced, Adm-clerical
30-34, Male,*, Never-married, Exec-managerial
20-24, Male,*, Never-married, Handlers-cleaners
15-19, Female,*, Never-married, ?
40-44, Male,*, Married-civ-spouse, Craft-repair
40-44, Male,*, Married-civ-spouse, Transport-moving
30-34, Female,*, Never-married, Adm-clerical
45-49, Male,*, Married-civ-spouse, Adm-clerical
55-59, Male,*, Married-civ-spouse, Sales
55-59, Male,*, Married-civ-spouse, Prof-specialty
30-34, Female,*, Married-civ-spouse, Exec-managerial
50-54, Male,*, Married-civ-spouse, Farming-fishing
15-19, Female,*, Never-married, Sales
25-29, Male,*, Never-married, Other-service
60-64, Male,*, Married-civ-spouse, Sales
20-24, Male,*, Never-married, Handlers-cleaners
40-44, Male,*, Married-civ-spouse, Prof-specialty
50-54, Male,*, Married-civ-spouse, Farming-fishing
55-59, Female,*, Married-civ-spouse, Priv-house-serv
25-29, Female,*, Married-civ-spouse, Adm-clerical
25-29, Male,*, Married-civ-spouse, Exec-managerial
55-59, Male,*, Married-civ-spouse, Machine-op-inspct
40-44, Male,*, Married-civ-spouse, Craft-repair
50-54, Female,*, Never-married, Protective-serv
20-24, Male,*, Married-civ-spouse, Craft-repair
25-29, Female,*, Divorced, Adm-clerical
40-44, Female,*, Divorced, Prof-specialty
55-59, Male,*, Married-civ-spouse, Exec-managerial
45-49, Male,*, Married-civ-spouse, Prof-specialty
45-49, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Never-married, Transport-moving
30-34, Male,*, Separated, Farming-fishing
30-34, Male,*, Married-civ-spouse, Prof-specialty
50-54, Male,*, Married-civ-spouse, Exec-managerial
50-54, Male,*, Married-civ-spouse, Sales
35-39, Female,*, Separated, Sales
55-59, Male,*, Married-civ-spouse, Prof-specialty
20-24, Male,*, Never-married, Craft-repair
20-24, Male,*, Never-married, Other-service
25-29, Male,*, Married-civ-spouse, Machine-op-inspct
25-29, Male,*, Married-civ-spouse, Other-service
40-44, Male,*, Married-civ-spouse, Exec-managerial
40-44, Female,*, Divorced, Adm-clerical
40-44, Male,*, Married-civ-spouse, Transport-moving
20-24, Male,*, Never-married, Craft-repair
60-64, Male,*, Married-civ-spouse, Craft-repair
40-44, Male,*, Married-civ-spouse, Craft-repair
15-19, Female,*, Never-married, ?
30-34, Male,*, Married-spouse-absent, Craft-repair
45-49, Male,*, Married-civ-spouse, Exec-managerial
15-19, Male,*, Married-civ-spouse, Handlers-cleaners
30-34, Male,*, Never-married, Craft-repair
30-34, Female,*, Never-married, Prof-specialty
20-24, Male,*, Never-married, Prof-specialty
65-69, Male,*, Married-civ-spouse, Farming-fishing
60-64, Male,*, Married-civ-spouse, Sales
45-49, Male,*, Married-civ-spouse, Prof-specialty
45-49, Male,*, Married-civ-spouse, Sales
35-39, Female,*, Married-civ-spouse, Sales
30-34, Female,*, Never-married, Other-service
35-39, Female,*, Divorced, Other-service
35-39, Male,*, Married-civ-spouse, Craft-repair
50-54, Male,*, Married-civ-spouse, Machine-op-inspct
30-34, Female,*, Separated, Sales
35-39, Male,*, Never-married, Transport-moving
40-44, Male,*, Divorced, Protective-serv
25-29, Female,*, Never-married, Adm-clerical
40-44, Female,*, Never-married, Sales
50-54, Male,*, Married-civ-spouse, Farming-fishing
30-34, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Never-married, Craft-repair
25-29, Male,*, Married-civ-spouse, Craft-repair
50-54, Male,*, Married-civ-spouse, Sales
40-44, Male,*, Never-married, Other-service
35-39, Female,*, Divorced, Exec-managerial
35-39, Male,*, Divorced, Craft-repair
30-34, Male,*, Married-civ-spouse, Machine-op-inspct
30-34, Female,*, Divorced, Machine-op-inspct
20-24, Female,*, Married-civ-spouse, Adm-clerical
65-69, Female,*, Widowed, Other-service
25-29, Male,*, Married-civ-spouse, Sales
35-39, Male,*, Married-civ-spouse, Prof-specialty
45-49, Male,*, Married-civ-spouse, Protective-serv
35-39, Male,*, Married-civ-spouse, Farming-fishing
45-49, Male,*, Married-civ-spouse, Exec-managerial
60-64, Male,*, Married-civ-spouse, Other-service
50-54, Male,*, Married-civ-spouse, Sales
30-34, Male,*, Married-spouse-absent, Craft-repair
55-59, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Never-married, Craft-repair
40-44, Male,*, Married-civ-spouse, Sales
50-54, Male,*, Married-spouse-absent, Other-service
20-24, Male,*, Never-married, Machine-op-inspct
30-34, Male,*, Never-married, Other-service
35-39, Male,*, Married-civ-spouse, Transport-moving
55-59, Female,*, Widowed, Machine-op-inspct
25-29, Male,*, Married-civ-spouse, Exec-managerial
45-49, Male,*, Never-married, Prof-specialty
30-34, Male,*, Married-civ-spouse, Craft-repair
20-24, Male,*, Never-married, Sales
30-34, Male,*, Married-civ-spouse, Sales
35-39, Female,*, Divorced, Other-service
45-49, Male,*, Married-civ-spouse, Prof-specialty
50-54, Male,*, Married-civ-spouse, Craft-repair
30-34, Male,*, Never-married, Other-service
25-29, Female,*, Married-civ-spouse, Prof-specialty
15-19, Female,*, Never-married, Sales
20-24, Male,*, Never-married, Sales
20-24, Female,*, Never-married, Machine-op-inspct
55-59, Female,*, Widowed, Exec-managerial
20-24, Female,*, Never-married, Sales
60-64, Male,*, Married-civ-spouse, Exec-managerial
40-44, Male,*, Divorced, Craft-repair
45-49, Female,*, Married-civ-spouse, Adm-clerical
20-24, Female,*, Never-married, Exec-managerial
55-59, Female,*, Widowed, Transport-moving
50-54, Male,*, Married-civ-spouse, Other-service
25-29, Male,*, Never-married, Handlers-cleaners
45-49, Female,*, Married-civ-spouse, Adm-clerical
40-44, Male,*, Never-married, Protective-serv
40-44, Male,*, Married-civ-spouse, Other-service
35-39, Male,*, Married-civ-spouse, Exec-managerial
55-59, Male,*, Never-married, Transport-moving
25-29, Female,*, Never-married, Other-service
55-59, Female,*, Divorced, Adm-clerical
25-29, Male,*, Married-civ-spouse, Sales
40-44, Female,*, Separated, Sales
25-29, Male,*, Never-married, Exec-managerial
15-19, Male,*, Never-married, ?
35-39, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Married-civ-spouse, Machine-op-inspct
40-44, Male,*, Married-civ-spouse, Machine-op-inspct
50-54, Female,*, Divorced, Sales
25-29, Female,*, Never-married, Adm-clerical
40-44, Female,*, Divorced, Adm-clerical
25-29, Male,*, Married-civ-spouse, Craft-repair
50-54, Female,*, Divorced, Farming-fishing
70-74, Female,*, Widowed, ?
45-49, Female,*, Married-civ-spouse, Adm-clerical
45-49, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Married-civ-spouse, Craft-repair
40-44, Female,*, Married-civ-spouse, Prof-specialty
30-34, Female,*, Married-civ-spouse, Adm-clerical
30-34, Male,*, Married-civ-spouse, Other-service
25-29, Male,*, Never-married, Sales
25-29, Male,*, Married-civ-spouse, Craft-repair
20-24, Male,*, Never-married, Prof-specialty
40-44, Male,*, Married-civ-spouse, Adm-clerical
45-49, Male,*, Married-civ-spouse, Handlers-cleaners
55-59, Male,*, Married-civ-spouse, Farming-fishing
40-44, Male,*, Married-civ-spouse, Farming-fishing
25-29, Male,*, Married-civ-spouse, Craft-repair
20-24, Male,*, Never-married, Sales
30-34, Female,*, Married-civ-spouse, ?
35-39, Male,*, Married-civ-spouse, Exec-managerial
20-24, Male,*, Never-married, Sales
40-44, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Married-civ-spouse, Sales
65-69, Female,*, Divorced, Adm-clerical
40-44, Female,*, Divorced, Transport-moving
45-49, Female,*, Married-civ-spouse, Prof-specialty
35-39, Female,*, Divorced, Prof-specialty
15-19, Male,*, Never-married, Craft-repair
25-29, Male,*, Married-civ-spouse, Handlers-cleaners
40-44, Male,*, Divorced, Prof-specialty
35-39, Female,*, Married-civ-spouse, Exec-managerial
20-24, Male,*, Never-married, Sales
65-69, Male,*, Married-civ-spouse, Sales
65-69, Female,*, Widowed, Prof-specialty
30-34, Male,*, Never-married, Transport-moving
50-54, Female,*, Married-civ-spouse, Adm-clerical
25-29, Male,*, Married-civ-spouse, Craft-repair
15-19, Female,*, Never-married, Other-service
30-34, Male,*, Married-civ-spouse, Exec-managerial
60-64, Female,*, Widowed, ?
35-39, Male,*, Married-civ-spouse, Machine-op-inspct
40-44, Female,*, Divorced, Adm-clerical
40-44, Male,*, Married-civ-spouse, Prof-specialty
60-64, Male,*, Married-civ-spouse, Sales
75-79, Male,*, Married-civ-spouse, ?
40-44, Female,*, Divorced, Adm-clerical
40-44, Male,*, Never-married, Exec-managerial
75-79, Male,*, Married-civ-spouse, Prof-specialty
40-44, Male,*, Married-civ-spouse, Prof-specialty
15-19, Male,*, Never-married, Prof-specialty
30-34, Male,*, Never-married, Craft-repair
30-34, Male,*, Never-married, Prof-specialty
20-24, Male,*, Never-married, Other-service
50-54, Female,*, Divorced, ?
25-29, Female,*, Never-married, Other-service
25-29, Female,*, Never-married, ?
20-24, Female,*, Never-married, Sales
45-49, Male,*, Married-civ-spouse, Machine-op-inspct
30-34, Male,*, Never-married, Farming-fishing
25-29, Female,*, Never-married, Sales
60-64, Female,*, Widowed, ?
25-29, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Never-married, Sales
35-39, Female,*, Never-married, Craft-repair
20-24, Male,*, Never-married, Exec-managerial
50-54, Female,*, Married-civ-spouse, Exec-managerial
40-44, Male,*, Married-civ-spouse, Prof-specialty
15-19, Male,*, Never-married, Adm-clerical
50-54, Male,*, Married-civ-spouse, Prof-specialty
60-64, Female,*, Divorced, Adm-clerical
50-54, Male,*, Married-civ-spouse, Exec-managerial
40-44, Male,*, Married-civ-spouse, Machine-op-inspct
50-54, Male,*, Married-civ-spouse, Craft-repair
50-54, Female,*, Married-civ-spouse, Exec-managerial
25-29, Female,*, Never-married, ?
20-24, Male,*, Married-civ-spouse, Handlers-cleaners
20-24, Male,*, Married-civ-spouse, Other-service
50-54, Male,*, Divorced, Exec-managerial
55-59, Male,*, Divorced, Other-service
45-49, Male,*, Married-civ-spouse, Sales
40-44, Female,*, Married-civ-spouse, Adm-clerical
20-24, Female,*, Never-married, Sales
35-39, Male,*, Married-civ-spouse, Tech-support
20-24, Female,*, Never-married, Sales
35-39, Male,*, Married-civ-spouse, Protective-serv
50-54, Female,*, Never-married, Prof-specialty
25-29, Female,*, Never-married, Tech-support
50-54, Female,*, Married-spouse-absent, Other-service
35-39, Male,*, Married-civ-spouse, Exec-managerial
50-54, Female,*, Separated, Prof-specialty
55-59, Male,*, Married-civ-spouse, Craft-repair
45-49, Male,*, Divorced, Exec-managerial
30-34, Female,*, Divorced, Adm-clerical
15-19, Male,*, Never-married, Handlers-cleaners
25-29, Male,*, Married-civ-spouse, Craft-repair
50-54, Male,*, Married-civ-spouse, Sales
60-64, Male,*, Married-civ-spouse, Sales
35-39, Female,*, Married-civ-spouse, Prof-specialty
20-24, Female,*, Never-married, Machine-op-inspct
30-34, Male,*, Never-married, Protective-serv
20-24, Male,*, Married-civ-spouse, Machine-op-inspct
35-39, Female,*, Divorced, ?
20-24, Female,*, Never-married, Other-service
25-29, Male,*, Never-married, Craft-repair
20-24, Male,*, Never-married, Adm-clerical
15-19, Male,*, Never-married, Other-service
20-24, Female,*, Never-married, Adm-clerical
25-29, Male,*, Never-married, Craft-repair
40-44, Female,*, Divorced, Tech-support
20-24, Female,*, Never-married, Other-service
50-54, Male,*, Married-civ-spouse, Sales
25-29, Female,*, Never-married, Adm-clerical
20-24, Male,*, Never-married, Transport-moving
55-59, Male,*, Married-civ-spouse, Sales
20-24, Female,*, Never-married, Prof-specialty
55-59, Male,*, Married-civ-spouse, Transport-moving
35-39, Male,*, Divorced, Transport-moving
20-24, Male,*, Never-married, Transport-moving
35-39, Male,*, Married-civ-spouse, Sales
50-54, Male,*, Married-civ-spouse, Protective-serv
45-49, Male,*, Married-civ-spouse, Prof-specialty
40-44, Male,*, Married-civ-spouse, Exec-managerial
20-24, Male,*, Never-married, Prof-specialty
30-34, Male,*, Married-civ-spouse, Handlers-cleaners
20-24, Female,*, Divorced, Sales
35-39, Male,*, Married-civ-spouse, Protective-serv
15-19, Male,*, Never-married, Handlers-cleaners
50-54, Male,*, Married-civ-spouse, Exec-managerial
40-44, Male,*, Divorced, Prof-specialty
40-44, Male,*, Never-married, Sales
30-34, Female,*, Married-civ-spouse, Adm-clerical
25-29, Male,*, Separated, Handlers-cleaners
30-34, Female,*, Married-civ-spouse, Exec-managerial
30-34, Male,*, Never-married, Transport-moving
35-39, Male,*, Married-civ-spouse, Machine-op-inspct
45-49, Male,*, Married-civ-spouse, Prof-specialty
80-84, Female,*, Widowed, Prof-specialty
20-24, Female,*, Never-married, Sales
35-39, Male,*, Married-civ-spouse, Farming-fishing
30-34, Male,*, Married-civ-spouse, Transport-moving
35-39, Male,*, Married-civ-spouse, ?
45-49, Male,*, Married-civ-spouse, Handlers-cleaners
30-34, Female,*, Married-civ-spouse, Adm-clerical
50-54, Male,*, Married-civ-spouse, Farming-fishing
40-44, Male,*, Divorced, Handlers-cleaners
55-59, Male,*, Married-civ-spouse, Machine-op-inspct
20-24, Female,*, Never-married, ?
15-19, Female,*, Never-married, Other-service
25-29, Female,*, Never-married, Exec-managerial
40-44, Male,*, Divorced, Adm-clerical
25-29, Male,*, Married-civ-spouse, Farming-fishing
35-39, Female,*, Separated, ?
25-29, Male,*, Never-married, Other-service
40-44, Male,*, Never-married, Craft-repair
40-44, Female,*, Divorced, Exec-managerial
35-39, Male,*, Never-married, Prof-specialty
25-29, Male,*, Married-civ-spouse, Exec-managerial
25-29, Female,*, Never-married, Adm-clerical
40-44, Male,*, Married-civ-spouse, Farming-fishing
30-34, Male,*, Never-married, Craft-repair
30-34, Male,*, Never-married, Adm-clerical
35-39, Male,*, Married-civ-spouse, Craft-repair
35-39, Male,*, Married-civ-spouse, Protective-serv
45-49, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Never-married, ?
20-24, Female,*, Never-married, ?
15-19, Female,*, Never-married, Sales
30-34, Male,*, Married-civ-spouse, Transport-moving
40-44, Female,*, Divorced, Machine-op-inspct
25-29, Male,*, Never-married, Handlers-cleaners
55-59, Male,*, Married-civ-spouse, Farming-fishing
50-54, Male,*, Married-civ-spouse, Protective-serv
25-29, Male,*, Never-married, Exec-managerial
45-49, Male,*, Married-civ-spouse, Prof-specialty
55-59, Male,*, Married-civ-spouse, Other-service
50-54, Male,*, Never-married, Exec-managerial
20-24, Male,*, Never-married, Handlers-cleaners
35-39, Male,*, Divorced, Handlers-cleaners
45-49, Male,*, Married-civ-spouse, Exec-managerial
45-49, Female,*, Divorced, Exec-managerial
25-29, Male,*, Never-married, Craft-repair
45-49, Female,*, Divorced, Prof-specialty
25-29, Female,*, Divorced, Adm-clerical
20-24, Female,*, Never-married, Exec-managerial
70-74, Male,*, Married-civ-spouse, ?
15-19, Male,*, Never-married, Machine-op-inspct
25-29, Male,*, Married-civ-spouse, Machine-op-inspct
30-34, Female,*, Divorced, Adm-clerical
30-34, Male,*, Married-civ-spouse, Handlers-cleaners
20-24, Male,*, Never-married, ?
35-39, Male,*, Married-civ-spouse, Machine-op-inspct
20-24, Male,*, Never-married, Other-service
25-29, Female,*, Married-civ-spouse, Exec-managerial
15-19, Male,*, Never-married, Other-service
30-34, Male,*, Never-married, Prof-specialty
25-29, Male,*, Never-married, Craft-repair
30-34, Male,*, Married-civ-spouse, Transport-moving
45-49, Female,*, Divorced, Exec-managerial
35-39, Male,*, Married-civ-spouse, Handlers-cleaners
35-39, Female,*, Never-married, Sales
35-39, Male,*, Married-civ-spouse, Handlers-cleaners
30-34, Male,*, Married-civ-spouse, Prof-specialty
50-54, Female,*, Never-married, Other-service
15-19, Male,*, Never-married, Craft-repair
15-19, Male,*, Never-married, ?
60-64, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Never-married, Craft-repair
40-44, Male,*, Married-civ-spouse, Sales
45-49, Male,*, Married-civ-spouse, Other-service
25-29, Male,*, Never-married, Prof-specialty
15-19, Male,*, Never-married, Sales
40-44, Male,*, Married-civ-spouse, Sales
30-34, Male,*, Married-civ-spouse, Transport-moving
90-94, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Never-married, Protective-serv
25-29, Male,*, Married-civ-spouse, Sales
25-29, Male,*, Married-civ-spouse, Craft-repair
55-59, Male,*, Married-civ-spouse, Protective-serv
30-34, Female,*, Never-married, Exec-managerial
40-44, Male,*, Married-civ-spouse, Craft-repair
60-64, Female,*, Separated, Prof-specialty
45-49, Male,*, Married-civ-spouse, Transport-moving
55-59, Male,*, Married-civ-spouse, Sales
40-44, Female,*, Married-civ-spouse, Exec-managerial
25-29, Female,*, Never-married, Adm-clerical
25-29, Male,*, Married-civ-spouse, Sales
20-24, Female,*, Never-married, ?
15-19, Female,*, Never-married, ?
60-64, Male,*, Divorced, Handlers-cleaners
20-24, Male,*, Married-civ-spouse, Exec-managerial
20-24, Female,*, Married-civ-spouse, Adm-clerical
35-39, Male,*, Divorced, Tech-support
40-44, Male,*, Married-civ-spouse, Sales
30-34, Female,*, Divorced, Other-service
30-34, Female,*, Married-civ-spouse, Machine-op-inspct
60-64, Female,*, Widowed, Adm-clerical
25-29, Female,*, Never-married, Tech-support
40-44, Male,*, Married-civ-spouse, Prof-specialty
20-24, Female,*, Never-married, Adm-clerical
15-19, Male,*, Never-married, Other-service
20-24, Male,*, Never-married, Adm-clerical
35-39, Male,*, Divorced, Craft-repair
30-34, Female,*, Divorced, Other-service
50-54, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Never-married, Transport-moving
25-29, Female,*, Married-spouse-absent, Prof-specialty
30-34, Male,*, Married-civ-spouse, Exec-managerial
25-29, Male,*, Married-civ-spouse, Craft-repair
55-59, Male,*, Married-civ-spouse, Prof-specialty
35-39, Female,*, Divorced, Prof-specialty
30-34, Male,*, Married-civ-spouse, Sales
60-64, Female,*, Divorced, Sales
20-24, Female,*, Married-civ-spouse, Adm-clerical
70-74, Female,*, Widowed, Prof-specialty
20-24, Male,*, Never-married, Other-service
50-54, Female,*, Divorced, Adm-clerical
35-39, Male,*, Married-civ-spouse, Sales
20-24, Female,*, Never-married, Adm-clerical
70-74, Male,*, Married-civ-spouse, Other-service
65-69, Male,*, Married-civ-spouse, Sales
55-59, Male,*, Married-civ-spouse, Craft-repair
25-29, Male,*, Married-civ-spouse, Transport-moving
45-49, Male,*, Married-civ-spouse, Farming-fishing
60-64, Male,*, Married-civ-spouse, Farming-fishing
35-39, Female,*, Never-married, Prof-specialty
30-34, Female,*, Divorced, Other-service
30-34, Male,*, Never-married, Other-service
30-34, Male,*, Married-civ-spouse, Exec-managerial
35-39, Male,*, Never-married, Handlers-cleaners
25-29, Male,*, Married-civ-spouse, Adm-clerical
20-24, Male,*, Married-civ-spouse, Machine-op-inspct
50-54, Female,*, Divorced, Sales
45-49, Male,*, Married-civ-spouse, Craft-repair
50-54, Female,*, Married-civ-spouse, Other-service
40-44, Female,*, Divorced, Prof-specialty
55-59, Female,*, Divorced, Adm-clerical
25-29, Female,*, Never-married, Adm-clerical
50-54, Female,*, Married-spouse-absent, Machine-op-inspct
35-39, Male,*, Never-married, Prof-specialty
45-49, Male,*, Married-civ-spouse, Exec-managerial
35-39, Male,*, Married-civ-spouse, Craft-repair
30-34, Male,*, Divorced, Adm-clerical
35-39, Female,*, Never-married, ?
45-49, Female,*, Married-civ-spouse, Craft-repair
35-39, Female,*, Married-civ-spouse, Craft-repair
30-34, Male,*, Married-civ-spouse, Exec-managerial
45-49, Male,*, Married-civ-spouse, Sales
30-34, Male,*, Divorced, Machine-op-inspct
15-19, Male,*, Never-married, ?
20-24, Female,*, Never-married, Other-service
35-39, Male,*, Never-married, Transport-moving
15-19, Female,*, Never-married, Handlers-cleaners
20-24, Female,*, Never-married, Sales
55-59, Female,*, Separated, Machine-op-inspct
25-29, Female,*, Never-married, Adm-clerical
45-49, Female,*, Divorced, Craft-repair
30-34, Female,*, Married-civ-spouse, Adm-clerical
40-44, Male,*, Married-civ-spouse, Craft-repair
55-59, Male,*, Married-civ-spouse, Prof-specialty
30-34, Male,*, Married-civ-spouse, Adm-clerical
30-34, Male,*, Married-civ-spouse, Prof-specialty
35-39, Male,*, Never-married, Exec-managerial
25-29, Female,*, Never-married, Adm-clerical
25-29, Male,*, Never-married, Sales
35-39, Male,*, Married-civ-spouse, Sales
50-54, Female,*, Married-spouse-absent, Machine-op-inspct
45-49, Female,*, Divorced, Exec-managerial
45-49, Male,*, Divorced, Exec-managerial
20-24, Male,*, Never-married, Handlers-cleaners
30-34, Male,*, Never-married, Adm-clerical
40-44, Male,*, Divorced, Other-service
15-19, Male,*, Never-married, Prof-specialty
35-39, Male,*, Divorced, Craft-repair
60-64, Male,*, Widowed, ?
20-24, Male,*, Never-married, Handlers-cleaners
40-44, Male,*, Married-civ-spouse, Prof-specialty
50-54, Female,*, Married-civ-spouse, Other-service
20-24, Male,*, Married-civ-spouse, Craft-repair
20-24, Female,*, Never-married, Other-service
15-19, Male,*, Never-married, Prof-specialty
50-54, Male,*, Married-civ-spouse, Craft-repair
40-44, Male,*, Married-civ-spouse, Exec-managerial
60-64, Male,*, Married-civ-spouse, Tech-support
20-24, Male,*, Never-married, Sales
20-24, Female,*, Never-married, Other-service
45-49, Male,*, Married-civ-spouse, Prof-specialty
35-39, Male,*, Divorced, Machine-op-inspct
35-39, Male,*, Married-civ-spouse, Sales
25-29, Male,*, Married-civ-spouse, Prof-specialty
55-59, Male,*, Married-civ-spouse, Craft-repair
40-44, Female,*, Divorced, Exec-managerial
60-64, Male,*, Married-civ-spouse, Sales
25-29, Male,*, Never-married, Protective-serv
55-59, Female,*, Divorced, ?
25-29, Male,*, Never-married, Sales
30-34, Male,*, Married-civ-spouse, Prof-specialty
25-29, Female,*, Never-married, Adm-clerical
40-44, Male,*, Divorced, Machine-op-inspct
50-54, Male,*, Married-civ-spouse, Adm-clerical
40-44, Female,*, Divorced, Other-service
55-59, Male,*, Divorced, Craft-repair
25-29, Male,*, Married-civ-spouse, Sales
60-64, Male,*, Divorced, Prof-specialty
25-29, Female,*, Never-married, Adm-clerical
20-24, Male,*, Never-married, Machine-op-inspct
40-44, Female,*, Never-married, Adm-clerical
25-29, Male,*, Married-civ-spouse, Craft-repair
20-24, Female,*, Never-married, Craft-repair
25-29, Male,*, Married-civ-spouse, Craft-repair
15-19, Female,*, Never-married, Sales
30-34, Male,*, Married-civ-spouse, Other-service
25-29, Male,*, Never-married, Other-service
45-49, Female,*, Widowed, Machine-op-inspct
20-24, Female,*, Never-married, Sales
55-59, Female,*, Divorced, Sales
30-34, Female,*, Never-married, Prof-specialty
20-24, Female,*, Never-married, Adm-clerical
40-44, Male,*, Married-civ-spouse, Craft-repair
35-39, Male,*, Married-civ-spouse, Machine-op-inspct
35-39, Male,*, Married-civ-spouse, Prof-specialty
15-19, Female,*, Never-married, Sales
25-29, Female,*, Never-married, Other-service
40-44, Male,*, Married-civ-spouse, Transport-moving
25-29, Male,*, Never-married, Craft-repair
35-39, Female,*, Married-civ-spouse, Adm-clerical
65-69, Male,*, Never-married, Craft-repair
30-34, Female,*, Never-married, Exec-managerial
20-24, Male,*, Never-married, ?
35-39, Female,*, Separated, Other-service
40-44, Female,*, Divorced, Prof-specialty
60-64, Male,*, Married-civ-spouse, ?
30-34, Female,*, Married-civ-spouse, Prof-specialty
30-34, Male,*, Married-civ-spouse, Machine-op-inspct
40-44, Female,*, Divorced, Prof-specialty
25-29, Female,*, Divorced, Sales
35-39, Female,*, Separated, Other-service
25-29, Male,*, Never-married, Other-service
50-54, Male,*, Married-civ-spouse, Transport-moving
40-44, Male,*, Married-civ-spouse, Prof-specialty
30-34, Male,*, Married-civ-spouse, Prof-specialty
20-24, Male,*, Never-married, Exec-managerial
50-54, Male,*, Married-civ-spouse, Handlers-cleaners
30-34, Male,*, Never-married, Machine-op-inspct
40-44, Female,*, Married-civ-spouse, Exec-managerial
40-44, Male,*, Married-civ-spouse, Exec-managerial
30-34, Male,*, Divorced, Protective-serv
20-24, Male,*, Never-married, Adm-clerical
35-39, Female,*, Never-married, Other-service
40-44, Male,*, Married-civ-spouse, Sales
55-59, Male,*, Separated, ?
50-54, Male,*, Married-civ-spouse, Prof-specialty
25-29, Male,*, Married-civ-spouse, Craft-repair
50-54, Male,*, Separated, Protective-serv
35-39, Male,*, Married-civ-spouse, Sales
15-19, Male,*, Never-married, Sales
55-59, Male,*, Married-civ-spouse, Craft-repair
55-59, Male,*, Married-civ-spouse, Exec-managerial
15-19, Female,*, Never-married, Sales
35-39, Female,*, Separated, Other-service
35-39, Male,*, Married-civ-spouse, Sales
45-49, Female,*, Married-spouse-absent, Adm-clerical
25-29, Male,*, Married-civ-spouse, Prof-specialty
60-64, Female,*, Widowed, ?
35-39, Male,*, Married-civ-spouse, Protective-serv
30-34, Male,*, Divorced, Craft-repair
45-49, Male,*, Married-civ-spouse, Tech-support
15-19, Female,*, Never-married, ?
60-64, Male,*, Married-civ-spouse, Sales
30-34, Male,*, Separated, Transport-moving
45-49, Male,*, Married-civ-spouse, Craft-repair
35-39, Female,*, Never-married, Exec-managerial
40-44, Male,*, Married-civ-spouse, Craft-repair
25-29, Female,*, Divorced, Adm-clerical
40-44, Male,*, Divorced, Sales
30-34, Male,*, Married-civ-spouse, Transport-moving
50-54, Male,*, Never-married, Exec-managerial
